Commodity,Year,Attribute,Value,Notes
Frozen fruit (processed-weight basis): Per capita availability,1982,Other frozen fruit-Plums and prunes-Pounds,0.023687701,
Frozen fruit (processed-weight basis): Per capita availability,1983,Other frozen fruit-Plums and prunes-Pounds,0.010669762,
Frozen fruit (processed-weight basis): Per capita availability,1984,Other frozen fruit-Plums and prunes-Pounds,0.014385567,
Frozen fruit (processed-weight basis): Per capita availability,1985,Other frozen fruit-Plums and prunes-Pounds,0.018031921,
Frozen fruit (processed-weight basis): Per capita availability,1986,Other frozen fruit-Plums and prunes-Pounds,0.015790502,
Frozen fruit (processed-weight basis): Per capita availability,1987,Other frozen fruit-Plums and prunes-Pounds,0.002471129,
Frozen fruit (processed-weight basis): Per capita availability,1988,Other frozen fruit-Plums and prunes-Pounds,0.007346309,
Frozen fruit (processed-weight basis): Per capita availability,1989,Other frozen fruit-Plums and prunes-Pounds,0.00283009,
Frozen fruit (processed-weight basis): Per capita availability,1990,Other frozen fruit-Plums and prunes-Pounds,0.003997889,
Frozen fruit (processed-weight basis): Per capita availability,1991,Other frozen fruit-Plums and prunes-Pounds,0.003550394,
Frozen fruit (processed-weight basis): Per capita availability,1992,Other frozen fruit-Plums and prunes-Pounds,0.004784074,
Frozen fruit (processed-weight basis): Per capita availability,1993,Other frozen fruit-Plums and prunes-Pounds,0.003342875,
Frozen fruit (processed-weight basis): Per capita availability,1994,Other frozen fruit-Plums and prunes-Pounds,0.004483062,
Frozen fruit (processed-weight basis): Per capita availability,1995,Other frozen fruit-Plums and prunes-Pounds,0.003909108,
Frozen fruit (processed-weight basis): Per capita availability,1996,Other frozen fruit-Plums and prunes-Pounds,0.006437569,
Frozen fruit (processed-weight basis): Per capita availability,1997,Other frozen fruit-Plums and prunes-Pounds,0.002891042,
Frozen fruit (processed-weight basis): Per capita availability,1998,Other frozen fruit-Plums and prunes-Pounds,0.005497709,
Frozen fruit (processed-weight basis): Per capita availability,1999,Other frozen fruit-Plums and prunes-Pounds,0.003530317,
Frozen fruit (processed-weight basis): Per capita availability,2000,Other frozen fruit-Plums and prunes-Pounds,0.004713423,
Frozen fruit (processed-weight basis): Per capita availability,2001,Other frozen fruit-Plums and prunes-Pounds,0.004836861,
Frozen fruit (processed-weight basis): Per capita availability,2002,Other frozen fruit-Plums and prunes-Pounds,0.002360252,
Frozen fruit (processed-weight basis): Per capita availability,2003,Other frozen fruit-Plums and prunes-Pounds,0.005955581,
Frozen fruit (processed-weight basis): Per capita availability,2004,Other frozen fruit-Plums and prunes-Pounds,0.004630905,
Frozen fruit (processed-weight basis): Per capita availability,2005,Other frozen fruit-Plums and prunes-Pounds,0.002410646,
Frozen fruit (processed-weight basis): Per capita availability,2006,Other frozen fruit-Plums and prunes-Pounds,0.011939966,
Frozen fruit (processed-weight basis): Per capita availability,2007,Other frozen fruit-Plums and prunes-Pounds,0.003658893,
Frozen fruit (processed-weight basis): Per capita availability,2008,Other frozen fruit-Plums and prunes-Pounds,0.00619099,
Frozen fruit (processed-weight basis): Per capita availability,2009,Other frozen fruit-Plums and prunes-Pounds,0.004313045,
Frozen fruit (processed-weight basis): Per capita availability,2010,Other frozen fruit-Plums and prunes-Pounds,0.002497245,
Frozen fruit (processed-weight basis): Per capita availability,2011,Other frozen fruit-Plums and prunes-Pounds,0.003051537,
Frozen fruit (processed-weight basis): Per capita availability,2012,Other frozen fruit-Plums and prunes-Pounds,0.002976119,
Frozen fruit (processed-weight basis): Per capita availability,2013,Other frozen fruit-Plums and prunes-Pounds,0.003977303,
Frozen fruit (processed-weight basis): Per capita availability,2014,Other frozen fruit-Plums and prunes-Pounds,0.00208113,
Frozen fruit (processed-weight basis): Per capita availability,2015,Other frozen fruit-Plums and prunes-Pounds,0.001589425,
Frozen fruit (processed-weight basis): Per capita availability,2016,Other frozen fruit-Plums and prunes-Pounds,NA,"USDA, National Agricultural Statistics Service production estimates for frozen plums and prunes were discontinued beginning in 2016 crop year, and thus are no longer available."
Frozen fruit (processed-weight basis): Per capita availability,2017,Other frozen fruit-Plums and prunes-Pounds,NA,"USDA, National Agricultural Statistics Service production estimates for frozen plums and prunes were discontinued beginning in 2016 crop year, and thus are no longer available."
Frozen fruit (processed-weight basis): Per capita availability,2018,Other frozen fruit-Plums and prunes-Pounds,NA,"USDA, National Agricultural Statistics Service production estimates for frozen plums and prunes were discontinued beginning in 2016 crop year, and thus are no longer available."
Frozen fruit (processed-weight basis): Per capita availability,2019,Other frozen fruit-Plums and prunes-Pounds,NA,"USDA, National Agricultural Statistics Service production estimates for frozen plums and prunes were discontinued beginning in 2016 crop year, and thus are no longer available."
Frozen fruit (processed-weight basis): Per capita availability,2020,Other frozen fruit-Plums and prunes-Pounds,NA,"USDA, National Agricultural Statistics Service production estimates for frozen plums and prunes were discontinued beginning in 2016 crop year, and thus are no longer available."
Frozen fruit (processed-weight basis): Per capita availability,2021,Other frozen fruit-Plums and prunes-Pounds,NA,"USDA, National Agricultural Statistics Service production estimates for frozen plums and prunes were discontinued beginning in 2016 crop year, and thus are no longer available."
Frozen fruit (processed-weight basis): Per capita availability,1970,Total frozen fruit-Pounds,3.448988549,Computed from unrounded data.
Frozen fruit (processed-weight basis): Per capita availability,1971,Total frozen fruit-Pounds,3.588059385,Computed from unrounded data.
Frozen fruit (processed-weight basis): Per capita availability,1972,Total frozen fruit-Pounds,3.477817586,Computed from unrounded data.
Frozen fruit (processed-weight basis): Per capita availability,1973,Total frozen fruit-Pounds,3.514999363,Computed from unrounded data.
Frozen fruit (processed-weight basis): Per capita availability,1974,Total frozen fruit-Pounds,2.892721202,Computed from unrounded data.
Frozen fruit (processed-weight basis): Per capita availability,1975,Total frozen fruit-Pounds,2.867673274,Computed from unrounded data.
Frozen fruit (processed-weight basis): Per capita availability,1976,Total frozen fruit-Pounds,3.045061573,Computed from unrounded data.
Frozen fruit (processed-weight basis): Per capita availability,1977,Total frozen fruit-Pounds,3.002828745,Computed from unrounded data.
Frozen fruit (processed-weight basis): Per capita availability,1978,Total frozen fruit-Pounds,3.28431835,Computed from unrounded data.
Frozen fruit (processed-weight basis): Per capita availability,1979,Total frozen fruit-Pounds,2.76803448,Computed from unrounded data.
Frozen fruit (processed-weight basis): Per capita availability,1980,Total frozen fruit-Pounds,3.001291025,Computed from unrounded data.
Frozen fruit (processed-weight basis): Per capita availability,1981,Total frozen fruit-Pounds,2.778141117,Computed from unrounded data.
Frozen fruit (processed-weight basis): Per capita availability,1982,Total frozen fruit-Pounds,2.917273933,Computed from unrounded data.
Frozen fruit (processed-weight basis): Per capita availability,1983,Total frozen fruit-Pounds,2.945375085,Computed from unrounded data.
Frozen fruit (processed-weight basis): Per capita availability,1984,Total frozen fruit-Pounds,3.037360164,Computed from unrounded data.
Frozen fruit (processed-weight basis): Per capita availability,1985,Total frozen fruit-Pounds,3.113785613,Computed from unrounded data.
Frozen fruit (processed-weight basis): Per capita availability,1986,Total frozen fruit-Pounds,3.567121599,Computed from unrounded data.
Frozen fruit (processed-weight basis): Per capita availability,1987,Total frozen fruit-Pounds,3.670841667,Computed from unrounded data.
Frozen fruit (processed-weight basis): Per capita availability,1988,Total frozen fruit-Pounds,3.607137388,Computed from unrounded data.
Frozen fruit (processed-weight basis): Per capita availability,1989,Total frozen fruit-Pounds,4.016844246,Computed from unrounded data.
Frozen fruit (processed-weight basis): Per capita availability,1990,Total frozen fruit-Pounds,3.785233793,Computed from unrounded data.
Frozen fruit (processed-weight basis): Per capita availability,1991,Total frozen fruit-Pounds,3.787110484,Computed from unrounded data.
Frozen fruit (processed-weight basis): Per capita availability,1992,Total frozen fruit-Pounds,3.782411016,Computed from unrounded data.
Frozen fruit (processed-weight basis): Per capita availability,1993,Total frozen fruit-Pounds,3.847577005,Computed from unrounded data.
Frozen fruit (processed-weight basis): Per capita availability,1994,Total frozen fruit-Pounds,3.963943676,Computed from unrounded data.
Frozen fruit (processed-weight basis): Per capita availability,1995,Total frozen fruit-Pounds,4.195544767,Computed from unrounded data.
Frozen fruit (processed-weight basis): Per capita availability,1996,Total frozen fruit-Pounds,3.884532298,Computed from unrounded data.
Frozen fruit (processed-weight basis): Per capita availability,1997,Total frozen fruit-Pounds,3.775348599,Computed from unrounded data.
Frozen fruit (processed-weight basis): Per capita availability,1998,Total frozen fruit-Pounds,4.031339476,Computed from unrounded data.
Frozen fruit (processed-weight basis): Per capita availability,1999,Total frozen fruit-Pounds,3.73461438,Computed from unrounded data.
Frozen fruit (processed-weight basis): Per capita availability,2000,Total frozen fruit-Pounds,4.078838907,Computed from unrounded data.
Frozen fruit (processed-weight basis): Per capita availability,2001,Total frozen fruit-Pounds,4.488991836,Computed from unrounded data.
Frozen fruit (processed-weight basis): Per capita availability,2002,Total frozen fruit-Pounds,3.74461964,Computed from unrounded data.
Frozen fruit (processed-weight basis): Per capita availability,2003,Total frozen fruit-Pounds,4.579488642,Computed from unrounded data.
Frozen fruit (processed-weight basis): Per capita availability,2004,Total frozen fruit-Pounds,3.990252496,Computed from unrounded data.
Frozen fruit (processed-weight basis): Per capita availability,2005,Total frozen fruit-Pounds,4.818300345,Computed from unrounded data.
Frozen fruit (processed-weight basis): Per capita availability,2006,Total frozen fruit-Pounds,4.679438045,Computed from unrounded data.
Frozen fruit (processed-weight basis): Per capita availability,2007,Total frozen fruit-Pounds,4.811512399,Computed from unrounded data.
Frozen fruit (processed-weight basis): Per capita availability,2008,Total frozen fruit-Pounds,4.574817757,Computed from unrounded data.
Frozen fruit (processed-weight basis): Per capita availability,2009,Total frozen fruit-Pounds,4.490829779,Computed from unrounded data.
Frozen fruit (processed-weight basis): Per capita availability,2010,Total frozen fruit-Pounds,4.847213505,Computed from unrounded data.
Frozen fruit (processed-weight basis): Per capita availability,2011,Total frozen fruit-Pounds,4.397245676,Computed from unrounded data.
Frozen fruit (processed-weight basis): Per capita availability,2012,Total frozen fruit-Pounds,4.416634612,Computed from unrounded data.
Frozen fruit (processed-weight basis): Per capita availability,2013,Total frozen fruit-Pounds,4.476447188,Computed from unrounded data.
Frozen fruit (processed-weight basis): Per capita availability,2014,Total frozen fruit-Pounds,5.20894833,Computed from unrounded data.
Frozen fruit (processed-weight basis): Per capita availability,2015,Total frozen fruit-Pounds,5.296911013,Computed from unrounded data.
Frozen fruit (processed-weight basis): Per capita availability,2016,Total frozen fruit-Pounds,4.771704145,Computed from unrounded data.
Frozen fruit (processed-weight basis): Per capita availability,2017,Total frozen fruit-Pounds,4.57378099,Computed from unrounded data.
Frozen fruit (processed-weight basis): Per capita availability,2018,Total frozen fruit-Pounds,4.688773126,Computed from unrounded data.
Frozen fruit (processed-weight basis): Per capita availability,2019,Total frozen fruit-Pounds,4.803533985,Computed from unrounded data.
Frozen fruit (processed-weight basis): Per capita availability,2020,Total frozen fruit-Pounds,4.80845051,Computed from unrounded data.
Frozen fruit (processed-weight basis): Per capita availability,2021,Total frozen fruit-Pounds,4.760983469,Computed from unrounded data.
